walk_id	walk_cn	circular	order	node_id	chrom	start	end	strand	old_walk_cn	capacity_scale
34	0.058244536370501934	False	4	17	chr18	39450000	39700000	+	0.07	0.8320648052928847
35	0.04999216593064945	False	1	14	chr18	37150000	37300000	+	0.05	0.999843318612989
35	0.04999216593064945	False	2	15	chr18	37300000	37800000	+	0.05	0.999843318612989
35	0.04999216593064945	False	3	16	chr18	37800000	39450000	+	0.05	0.999843318612989
36	0.009079762440590116	False	1	8	chr18	28250000	28300000	-	0.01	0.9079762440590117
36	0.009079762440590116	False	2	7	chr18	27500000	28250000	-	0.01	0.9079762440590117
36	0.009079762440590116	False	3	6	chr18	26400000	27500000	-	0.01	0.9079762440590117
36	0.009079762440590116	False	4	5	chr18	26000000	26400000	-	0.01	0.9079762440590117
37	0.15526038176576237	False	1	16	chr18	37800000	39450000	-	0.42	0.3696675756327676
37	0.15526038176576237	False	2	15	chr18	37300000	37800000	-	0.42	0.3696675756327676
37	0.15526038176576237	False	3	8	chr18	28250000	28300000	-	0.42	0.3696675756327676
38	0.1099827650474288	False	1	15	chr18	37300000	37800000	+	0.11	0.999843318612989
38	0.1099827650474288	False	2	16	chr18	37800000	39450000	+	0.11	0.999843318612989
39	0.451910809739256	True	1	11	chr18	29350000	29600000	+	0.79	0.5720389996699443
39	0.451910809739256	True	2	12	chr18	29600000	31450000	+	0.79	0.5720389996699443
40	0.04	False	1	25	chr18	50550000	52550000	+	0.04	1.0
41	0.2662607376937231	False	1	32	chr18	70200000	71250000	+	0.32	0.8320648052928847
41	0.2662607376937231	False	2	33	chr18	71250000	71950000	+	0.32	0.8320648052928847
41	0.2662607376937231	False	3	17	chr18	39450000	39700000	+	0.32	0.8320648052928847
42	0.30464718568317223	True	1	28	chr18	64700000	65000000	+	0.51	0.5973474229081809
42	0.30464718568317223	True	2	29	chr18	65000000	65800000	+	0.51	0.5973474229081809
42	0.30464718568317223	True	3	24	chr18	49750000	50550000	+	0.51	0.5973474229081809
43	0.01	False	1	2	chr18	22950000	24550000	+	0.01	1.0
44	0.0022334862628520793	False	1	7	chr18	27500000	28250000	+	0.01	0.2233486262852079
44	0.0022334862628520793	False	2	19	chr18	41500000	42000000	+	0.01	0.2233486262852079
44	0.0022334862628520793	False	3	9	chr18	28300000	28350000	-	0.01	0.2233486262852079
45	0.01131791601614522	False	1	9	chr18	28300000	28350000	+	0.02	0.565895800807261
45	0.01131791601614522	False	2	10	chr18	28350000	29350000	+	0.02	0.565895800807261
45	0.01131791601614522	False	3	11	chr18	29350000	29600000	+	0.02	0.565895800807261
46	0.06	False	1	9	chr18	28300000	28350000	+	0.06	1.0
46	0.06	False	2	10	chr18	28350000	29350000	+	0.06	1.0
47	0.19	False	1	36	chr18	79000000	79850000	+	0.19	1.0
48	0.05	False	1	29	chr18	65000000	65800000	+	0.05	1.0
49	0.04	False	1	7	chr18	27500000	28250000	+	0.04	1.0
50	0.06	False	1	33	chr18	71250000	71950000	+	0.06	1.0
51	0.1653544923913396	True	1	15	chr18	37300000	37800000	+	0.19	0.8702868020596821
51	0.1653544923913396	True	2	14	chr18	37150000	37300000	+	0.19	0.8702868020596821
52	0.02	False	1	19	chr18	41500000	42000000	+	0.02	1.0
53	0.4676709531421319	False	1	27	chr18	64500000	64700000	+	0.64	0.7307358642845811
53	0.4676709531421319	False	2	28	chr18	64700000	65000000	+	0.64	0.7307358642845811
54	0.28	False	1	21	chr18	46600000	47050000	+	0.28	1.0
55	0.16	False	1	5	chr18	26000000	26400000	+	0.16	1.0
56	0.04	False	1	28	chr18	64700000	65000000	+	0.04	1.0
57	0.06	False	1	17	chr18	39450000	39700000	+	0.06	1.0
58	0.08	False	1	11	chr18	29350000	29600000	+	0.08	1.0
59	0.73	False	1	27	chr18	64500000	64700000	+	0.73	1.0
60	0.08	False	1	9	chr18	28300000	28350000	+	0.08	1.0
