segment_id	chrom	side	source_cn	source_class
SEQ00290	chr18	L	-0.0	unresolved
SEQ00290	chr18	R	-0.0	unresolved
SEQ00291	chr18	L	0.0	unresolved
SEQ00291	chr18	R	0.0	forbidden
SEQ00292	chr18	L	0.0	forbidden
SEQ00292	chr18	R	-0.0	unresolved
SEQ00293	chr18	L	0.5574200841725979	unresolved
SEQ00293	chr18	R	-0.0	unresolved
SEQ00294	chr18	L	0.0	unresolved
SEQ00294	chr18	R	0.0	forbidden
SEQ00295	chr18	L	0.0	forbidden
SEQ00295	chr18	R	0.5532808878014994	unresolved
SEQ00296	chr18	L	-0.0	unresolved
SEQ00296	chr18	R	0.27808834593708087	unresolved
SEQ00297	chr18	L	-0.0	unresolved
SEQ00297	chr18	R	-0.0	unresolved
SEQ00298	chr18	L	0.1929364911905409	unresolved
SEQ00298	chr18	R	0.6596584540297382	unresolved
SEQ00299	chr18	L	-0.0	unresolved
SEQ00299	chr18	R	0.6199097069793694	telomere
SEQ00300	chr19	L	1.29355823095681	telomere
SEQ00300	chr19	R	0.0	forbidden
SEQ00301	chr19	L	0.0	forbidden
SEQ00301	chr19	R	0.0	forbidden
SEQ00302	chr19	L	0.0	forbidden
SEQ00302	chr19	R	0.0	forbidden
SEQ00303	chr19	L	0.0	forbidden
SEQ00303	chr19	R	1.2915582250169984	unresolved
SEQ00304	chr19	L	-0.0	unresolved
SEQ00304	chr19	R	-0.0	unresolved
SEQ00305	chr19	L	1.6911901428526395	unresolved
SEQ00305	chr19	R	0.0	forbidden
SEQ00306	chr19	L	0.0	forbidden
SEQ00306	chr19	R	0.0	forbidden
SEQ00307	chr19	L	0.0	forbidden
SEQ00307	chr19	R	-0.0	unresolved
SEQ00308	chr19	L	1.3880497245395196	unresolved
SEQ00308	chr19	R	0.0	forbidden
SEQ00309	chr19	L	0.0	forbidden
SEQ00309	chr19	R	0.0	forbidden
SEQ00310	chr19	L	0.0	forbidden
SEQ00310	chr19	R	2.0594780058219815	unresolved
SEQ00311	chr19	L	-0.0	unresolved
SEQ00311	chr19	R	0.0	forbidden
SEQ00312	chr19	L	0.0	forbidden
SEQ00312	chr19	R	-0.0	unresolved
SEQ00313	chr19	L	0.7831144785839239	unresolved
SEQ00313	chr19	R	0.5857294229924688	unresolved
SEQ00314	chr19	L	-0.0	unresolved
SEQ00314	chr19	R	-0.0	unresolved
SEQ00315	chr19	L	0.45916747418910586	unresolved
SEQ00315	chr19	R	0.0	forbidden
SEQ00316	chr19	L	0.0	forbidden
SEQ00316	chr19	R	0.0	forbidden
SEQ00317	chr19	L	0.0	forbidden
SEQ00317	chr19	R	0.5026347531449951	unresolved
SEQ00318	chr19	L	-0.0	unresolved
SEQ00318	chr19	R	0.0	forbidden
SEQ00319	chr19	L	0.0	forbidden
SEQ00319	chr19	R	-0.0	unresolved
SEQ00320	chr19	L	0.5021915871671463	unresolved
SEQ00320	chr19	R	0.0	forbidden
SEQ00321	chr19	L	0.0	forbidden
SEQ00321	chr19	R	0.23947315154263582	unresolved
SEQ00322	chr19	L	-0.0	unresolved
SEQ00322	chr19	R	0.0	forbidden
SEQ00323	chr19	L	0.0	forbidden
SEQ00323	chr19	R	0.17416278284360254	unresolved
SEQ00324	chr19	L	-0.0	unresolved
SEQ00324	chr19	R	-0.0	unresolved
SEQ00325	chr19	L	0.21977283754762644	unresolved
SEQ00325	chr19	R	-0.0	unresolved
SEQ00326	chr19	L	0.2609688403134798	unresolved
SEQ00326	chr19	R	0.32983284140661984	unresolved
SEQ00327	chr19	L	-0.0	unresolved
SEQ00327	chr19	R	-0.0	unresolved
SEQ00328	chr19	L	0.46816626790493054	unresolved
SEQ00328	chr19	R	0.0	forbidden
SEQ00329	chr19	L	0.0	forbidden
SEQ00329	chr19	R	0.5439724849804286	unresolved
SEQ00330	chr19	L	-0.0	unresolved
SEQ00330	chr19	R	1.3393379163054513	telomere
SEQ00331	chr2	L	1.200863356993367	telomere
SEQ00331	chr2	R	-0.0	unresolved
SEQ00332	chr2	L	0.3787702863099274	unresolved
SEQ00332	chr2	R	0.25205530012249344	unresolved
SEQ00333	chr2	L	-0.0	unresolved
SEQ00333	chr2	R	-0.0	unresolved
SEQ00334	chr2	L	0.843085015067754	unresolved
SEQ00334	chr2	R	0.0	forbidden
SEQ00335	chr2	L	0.0	forbidden
SEQ00335	chr2	R	0.7114994000917647	unresolved
SEQ00336	chr2	L	-0.0	unresolved
SEQ00336	chr2	R	0.2341382717966427	unresolved
SEQ00337	chr2	L	-0.0	unresolved
SEQ00337	chr2	R	-0.0	unresolved
SEQ00338	chr2	L	0.2684336947773902	unresolved
SEQ00338	chr2	R	0.0	forbidden
SEQ00339	chr2	L	0.0	forbidden
SEQ00339	chr2	R	0.0	forbidden
SEQ00340	chr2	L	0.0	forbidden
SEQ00340	chr2	R	0.1567489233014545	unresolved
SEQ00341	chr2	L	-0.0	unresolved
SEQ00341	chr2	R	0.0	forbidden
SEQ00342	chr2	L	0.0	forbidden
SEQ00342	chr2	R	-0.0	unresolved
SEQ00343	chr2	L	0.65438240683958	unresolved
SEQ00343	chr2	R	-0.0	unresolved
SEQ00344	chr2	L	0.1585425579280091	unresolved
SEQ00344	chr2	R	0.24972881860298157	unresolved
SEQ00345	chr2	L	-0.0	unresolved
SEQ00345	chr2	R	0.231703439678975	unresolved
SEQ00346	chr2	L	-0.0	unresolved
SEQ00346	chr2	R	-0.0	unresolved
SEQ00347	chr2	L	0.23322389924507947	unresolved
SEQ00347	chr2	R	-0.0	unresolved
SEQ00348	chr2	L	0.27090853707121765	unresolved
SEQ00348	chr2	R	0.0	forbidden
SEQ00349	chr2	L	0.0	forbidden
SEQ00349	chr2	R	0.0	forbidden
SEQ00350	chr2	L	0.0	forbidden
SEQ00350	chr2	R	0.0	forbidden
SEQ00351	chr2	L	0.0	forbidden
SEQ00351	chr2	R	0.0	forbidden
SEQ00352	chr2	L	0.0	forbidden
SEQ00352	chr2	R	0.269948549928855	unresolved
SEQ00353	chr2	L	-0.0	unresolved
SEQ00353	chr2	R	1.9003870447693463	unresolved
SEQ00354	chr2	L	-0.0	unresolved
SEQ00354	chr2	R	-0.0	unresolved
SEQ00355	chr2	L	2.6097756883288006	unresolved
SEQ00355	chr2	R	1.0251838918737521	unresolved
SEQ00356	chr2	L	-0.0	unresolved
SEQ00356	chr2	R	-0.0	unresolved
SEQ00357	chr2	L	0.4197108304017536	unresolved
SEQ00357	chr2	R	-0.0	unresolved
SEQ00358	chr2	L	0.13230082322029624	unresolved
SEQ00358	chr2	R	0.4996305560612819	unresolved
SEQ00359	chr2	L	-0.0	unresolved
SEQ00359	chr2	R	-0.0	unresolved
SEQ00360	chr2	L	0.45745585142162004	unresolved
SEQ00360	chr2	R	0.3501086862575955	unresolved
SEQ00361	chr2	L	-0.0	unresolved
SEQ00361	chr2	R	0.12281712197043326	unresolved
SEQ00362	chr2	L	-0.0	unresolved
SEQ00362	chr2	R	-0.0	unresolved
SEQ00363	chr2	L	0.10126587361338446	unresolved
SEQ00363	chr2	R	0.16758311811518145	unresolved
SEQ00364	chr2	L	-0.0	unresolved
SEQ00364	chr2	R	-0.0	unresolved
SEQ00365	chr2	L	0.12875290614928536	unresolved
SEQ00365	chr2	R	0.4396778108104562	unresolved
SEQ00366	chr2	L	-0.0	unresolved
SEQ00366	chr2	R	-0.0	unresolved
SEQ00367	chr2	L	0.6231835231061267	unresolved
SEQ00367	chr2	R	0.12312667288470647	unresolved
SEQ00368	chr2	L	-0.0	unresolved
SEQ00368	chr2	R	-0.0	unresolved
SEQ00369	chr2	L	0.08806549561812327	unresolved
SEQ00369	chr2	R	0.17338667816633002	unresolved
SEQ00370	chr2	L	-0.0	unresolved
SEQ00370	chr2	R	1.6609964616594648	telomere
SEQ00371	chr20	L	1.441280362001217	telomere
SEQ00371	chr20	R	0.0	forbidden
SEQ00372	chr20	L	0.0	forbidden
SEQ00372	chr20	R	0.7783036957830161	unresolved
SEQ00373	chr20	L	-0.0	unresolved
SEQ00373	chr20	R	0.0	forbidden
SEQ00374	chr20	L	0.0	forbidden
SEQ00374	chr20	R	0.0	forbidden
SEQ00375	chr20	L	0.0	forbidden
SEQ00375	chr20	R	-0.0	unresolved
SEQ00376	chr20	L	0.714091522857641	unresolved
SEQ00376	chr20	R	0.0	unresolved
SEQ00377	chr20	L	-0.0	unresolved
SEQ00377	chr20	R	-0.0	unresolved
SEQ00378	chr20	L	2.0670491890533236	unresolved
SEQ00378	chr20	R	-0.0	unresolved
SEQ00379	chr20	L	0.42804782957237375	unresolved
SEQ00379	chr20	R	0.0	forbidden
SEQ00380	chr20	L	0.0	forbidden
SEQ00380	chr20	R	0.0	forbidden
SEQ00381	chr20	L	0.0	forbidden
SEQ00381	chr20	R	0.0	forbidden
SEQ00382	chr20	L	0.0	forbidden
SEQ00382	chr20	R	0.0	forbidden
SEQ00383	chr20	L	0.0	forbidden
SEQ00383	chr20	R	0.0	forbidden
SEQ00384	chr20	L	0.0	forbidden
SEQ00384	chr20	R	0.0	forbidden
SEQ00385	chr20	L	0.0	forbidden
SEQ00385	chr20	R	0.0	forbidden
SEQ00386	chr20	L	0.0	forbidden
SEQ00386	chr20	R	0.0	forbidden
SEQ00387	chr20	L	0.0	forbidden
SEQ00387	chr20	R	0.0	forbidden
SEQ00388	chr20	L	0.0	forbidden
SEQ00388	chr20	R	0.0	forbidden
SEQ00389	chr20	L	0.0	forbidden
SEQ00389	chr20	R	0.0	forbidden
SEQ00390	chr20	L	0.0	forbidden
SEQ00390	chr20	R	0.0	forbidden
SEQ00391	chr20	L	0.0	forbidden
SEQ00391	chr20	R	0.3502170378528118	unresolved
SEQ00392	chr20	L	-0.0	unresolved
SEQ00392	chr20	R	0.5354077340374881	unresolved
SEQ00393	chr20	L	-0.0	unresolved
SEQ00393	chr20	R	-0.0	unresolved
SEQ00394	chr20	L	0.590983602842672	unresolved
SEQ00394	chr20	R	0.31803836478279046	unresolved
SEQ00395	chr20	L	-0.0	unresolved
SEQ00395	chr20	R	-0.0	unresolved
SEQ00396	chr20	L	0.26311398254316054	unresolved
SEQ00396	chr20	R	0.3374237772884301	unresolved
SEQ00397	chr20	L	-0.0	unresolved
SEQ00397	chr20	R	-0.0	unresolved
SEQ00398	chr20	L	0.22825913639513273	unresolved
SEQ00398	chr20	R	0.43701387226954713	unresolved
SEQ00399	chr20	L	-0.0	unresolved
SEQ00399	chr20	R	-0.0	unresolved
SEQ00400	chr20	L	0.43010507477130133	unresolved
SEQ00400	chr20	R	2.0802720343862418	telomere
SEQ00401	chr21	L	0.0020000059398117102	telomere
SEQ00401	chr21	R	-0.0	unresolved
SEQ00402	chr21	L	1.4220551250477027	unresolved
SEQ00402	chr21	R	-0.0	unresolved
SEQ00403	chr21	L	0.46005761640209686	unresolved
SEQ00403	chr21	R	0.0	forbidden
SEQ00404	chr21	L	0.0	forbidden
SEQ00404	chr21	R	0.0	forbidden
SEQ00405	chr21	L	0.0	forbidden
SEQ00405	chr21	R	0.0	forbidden
SEQ00406	chr21	L	0.0	forbidden
SEQ00406	chr21	R	1.8821127414497996	unresolved
SEQ00407	chr21	L	-0.0	unresolved
SEQ00407	chr21	R	-0.0	unresolved
SEQ00408	chr21	L	1.857974697354552	unresolved
SEQ00408	chr21	R	1.1719653896812725	unresolved
SEQ00409	chr21	L	-0.0	unresolved
SEQ00409	chr21	R	-0.0	unresolved
SEQ00410	chr21	L	0.18525482443974495	unresolved
SEQ00410	chr21	R	-0.0	unresolved
SEQ00411	chr21	L	0.8964569422685256	unresolved
SEQ00411	chr21	R	0.41831523539923543	unresolved
SEQ00412	chr21	L	-0.0	unresolved
SEQ00412	chr21	R	-0.0	unresolved
SEQ00413	chr21	L	0.09832675929363144	unresolved
SEQ00413	chr21	R	-0.0	unresolved
SEQ00414	chr21	L	0.9333336225879598	unresolved
SEQ00414	chr21	R	1.7182812161556074	unresolved
SEQ00415	chr21	L	-0.0	unresolved
SEQ00415	chr21	R	0.0	forbidden
SEQ00416	chr21	L	0.0	forbidden
SEQ00416	chr21	R	-0.0	unresolved
SEQ00417	chr21	L	2.796136323611685	unresolved
SEQ00417	chr21	R	0.7068051733609688	unresolved
SEQ00418	chr21	L	-0.0	unresolved
SEQ00418	chr21	R	1.1495107835273928	unresolved
SEQ00419	chr21	L	0.0	unresolved
SEQ00419	chr21	R	0.0	forbidden
SEQ00420	chr21	L	0.0	forbidden
SEQ00420	chr21	R	0.0	forbidden
SEQ00421	chr21	L	0.0	forbidden
SEQ00421	chr21	R	0.0	forbidden
SEQ00422	chr21	L	0.0	forbidden
SEQ00422	chr21	R	0.0	forbidden
SEQ00423	chr21	L	0.0	forbidden
SEQ00423	chr21	R	2.1128585703749274	telomere
SEQ00424	chr22	L	0.0020000059398117102	telomere
SEQ00424	chr22	R	-0.0	unresolved
SEQ00425	chr22	L	2.0871368440714013	unresolved
SEQ00425	chr22	R	2.086654779183079	unresolved
SEQ00426	chr22	L	-0.0	unresolved
SEQ00426	chr22	R	-0.0	unresolved
SEQ00427	chr22	L	1.3522156752407695	unresolved
SEQ00427	chr22	R	0.0	forbidden
SEQ00428	chr22	L	0.0	forbidden
SEQ00428	chr22	R	-0.0	unresolved
SEQ00429	chr22	L	0.769186294068402	unresolved
SEQ00429	chr22	R	0.24440894291954618	unresolved
SEQ00430	chr22	L	-0.0	unresolved
SEQ00430	chr22	R	-0.0	unresolved
SEQ00431	chr22	L	0.15337297873027977	unresolved
SEQ00431	chr22	R	0.18484392155280638	unresolved
SEQ00432	chr22	L	-0.0	unresolved
SEQ00432	chr22	R	0.26582496632599795	unresolved
SEQ00433	chr22	L	-0.0	unresolved
SEQ00433	chr22	R	0.0	forbidden
SEQ00434	chr22	L	0.0	forbidden
SEQ00434	chr22	R	0.16891517691385882	unresolved
SEQ00435	chr22	L	-0.0	unresolved
SEQ00435	chr22	R	-0.0	unresolved
SEQ00436	chr22	L	0.13167833400009576	unresolved
SEQ00436	chr22	R	-0.0	unresolved
SEQ00437	chr22	L	0.27786741431490114	unresolved
SEQ00437	chr22	R	-0.0	unresolved
SEQ00438	chr22	L	0.25812278584419523	unresolved
SEQ00438	chr22	R	0.3099745423347007	unresolved
SEQ00439	chr22	L	-0.0	unresolved
SEQ00439	chr22	R	-0.0	unresolved
SEQ00440	chr22	L	1.3154825407893922	unresolved
SEQ00440	chr22	R	-0.0	unresolved
SEQ00441	chr22	L	1.3151959312799826	unresolved
SEQ00441	chr22	R	0.8541602880434578	unresolved
SEQ00442	chr22	L	-0.0	unresolved
SEQ00442	chr22	R	-0.0	unresolved
SEQ00443	chr22	L	0.4722855745237178	unresolved
SEQ00443	chr22	R	0.34835744807257063	unresolved
SEQ00444	chr22	L	-0.0	unresolved
SEQ00444	chr22	R	0.0	forbidden
SEQ00445	chr22	L	0.0	forbidden
SEQ00445	chr22	R	-0.0	unresolved
SEQ00446	chr22	L	0.5738765377295763	unresolved
SEQ00446	chr22	R	-0.0	unresolved
SEQ00447	chr22	L	0.6640962912687831	unresolved
SEQ00447	chr22	R	-0.0	unresolved
SEQ00448	chr22	L	1.855107380247338	unresolved
SEQ00448	chr22	R	0.0	forbidden
SEQ00449	chr22	L	0.0	forbidden
SEQ00449	chr22	R	0.0	forbidden
SEQ00450	chr22	L	0.0	forbidden
SEQ00450	chr22	R	1.5753281911654708	unresolved
SEQ00451	chr22	L	-0.0	unresolved
SEQ00451	chr22	R	1.0227602406819676	unresolved
SEQ00452	chr22	L	-0.0	unresolved
SEQ00452	chr22	R	-0.0	unresolved
SEQ00453	chr22	L	1.1900644245239471	unresolved
SEQ00453	chr22	R	4.217678984733469	unresolved
SEQ00454	chr22	L	-0.0	unresolved
SEQ00454	chr22	R	1.1387815306456677	telomere
SEQ00455	chr3	L	2.4746868906718076	telomere
SEQ00455	chr3	R	0.286047909094175	unresolved
SEQ00456	chr3	L	-0.0	unresolved
SEQ00456	chr3	R	0.4058536449194228	unresolved
SEQ00457	chr3	L	-0.0	unresolved
SEQ00457	chr3	R	-0.0	unresolved
SEQ00458	chr3	L	0.3370805565302999	unresolved
SEQ00458	chr3	R	0.13189576322523178	unresolved
SEQ00459	chr3	L	-0.0	unresolved
SEQ00459	chr3	R	-0.0	unresolved
SEQ00460	chr3	L	0.17673572250153824	unresolved
SEQ00460	chr3	R	0.24850990042432541	unresolved
SEQ00461	chr3	L	-0.0	unresolved
SEQ00461	chr3	R	-0.0	unresolved
SEQ00462	chr3	L	0.1991140381397043	unresolved
SEQ00462	chr3	R	0.0	forbidden
SEQ00463	chr3	L	0.0	forbidden
SEQ00463	chr3	R	0.0	forbidden
SEQ00464	chr3	L	0.0	forbidden
SEQ00464	chr3	R	0.6396646731026832	unresolved
SEQ00465	chr3	L	-0.0	unresolved
SEQ00465	chr3	R	0.12528445096715934	unresolved
SEQ00466	chr3	L	-0.0	unresolved
SEQ00466	chr3	R	-0.0	unresolved
SEQ00467	chr3	L	0.16940491534015556	unresolved
SEQ00467	chr3	R	-0.0	unresolved
SEQ00468	chr3	L	0.17322251501855246	unresolved
SEQ00468	chr3	R	0.22518870580306238	unresolved
SEQ00469	chr3	L	-0.0	unresolved
SEQ00469	chr3	R	0.30597119144777785	unresolved
SEQ00470	chr3	L	-0.0	unresolved
SEQ00470	chr3	R	-0.0	unresolved
SEQ00471	chr3	L	0.28216885607888287	unresolved
SEQ00471	chr3	R	0.0	forbidden
SEQ00472	chr3	L	0.0	forbidden
SEQ00472	chr3	R	0.7142493852386711	unresolved
SEQ00473	chr3	L	-0.0	unresolved
SEQ00473	chr3	R	0.0	forbidden
SEQ00474	chr3	L	0.0	forbidden
SEQ00474	chr3	R	0.0	forbidden
SEQ00475	chr3	L	0.0	forbidden
SEQ00475	chr3	R	-0.0	unresolved
SEQ00476	chr3	L	2.835550952443391	unresolved
SEQ00476	chr3	R	0.0	forbidden
SEQ00477	chr3	L	0.0	forbidden
SEQ00477	chr3	R	2.297299477709591	unresolved
SEQ00478	chr3	L	-0.0	unresolved
SEQ00478	chr3	R	-0.0	unresolved
SEQ00479	chr3	L	2.157613237804101	unresolved
SEQ00479	chr3	R	0.0	forbidden
SEQ00480	chr3	L	0.0	forbidden
SEQ00480	chr3	R	0.6896390717941956	unresolved
SEQ00481	chr3	L	-0.0	unresolved
SEQ00481	chr3	R	-0.0	unresolved
SEQ00482	chr3	L	0.19218669410718414	unresolved
SEQ00482	chr3	R	0.1795908597618454	unresolved
SEQ00483	chr3	L	-0.0	unresolved
SEQ00483	chr3	R	-0.0	unresolved
SEQ00484	chr3	L	0.18184824645678432	unresolved
SEQ00484	chr3	R	0.3239523118398182	unresolved
SEQ00485	chr3	L	-0.0	unresolved
SEQ00485	chr3	R	-0.0	unresolved
SEQ00486	chr3	L	0.15334880003043283	unresolved
SEQ00486	chr3	R	-0.0	unresolved
SEQ00487	chr3	L	0.20874693444150516	unresolved
SEQ00487	chr3	R	0.14740158104465007	unresolved
SEQ00488	chr3	L	-0.0	unresolved
SEQ00488	chr3	R	0.15646805197300706	unresolved
SEQ00489	chr3	L	-0.0	unresolved
SEQ00489	chr3	R	-0.0	unresolved
SEQ00490	chr3	L	0.20776404222663247	unresolved
SEQ00490	chr3	R	0.0	forbidden
SEQ00491	chr3	L	0.0	forbidden
SEQ00491	chr3	R	0.25084448265655146	unresolved
SEQ00492	chr3	L	-0.0	unresolved
SEQ00492	chr3	R	0.18375297650637723	unresolved
SEQ00493	chr3	L	-0.0	unresolved
SEQ00493	chr3	R	0.12445302423939308	unresolved
SEQ00494	chr3	L	-0.0	unresolved
SEQ00494	chr3	R	-0.0	unresolved
SEQ00495	chr3	L	0.21093394447986658	unresolved
SEQ00495	chr3	R	-0.0	unresolved
SEQ00496	chr3	L	0.11821087188559387	unresolved
SEQ00496	chr3	R	0.2294805176127963	unresolved
SEQ00497	chr3	L	-0.0	unresolved
SEQ00497	chr3	R	0.0	forbidden
SEQ00498	chr3	L	0.0	forbidden
SEQ00498	chr3	R	-0.0	unresolved
SEQ00499	chr3	L	0.7192153159065313	unresolved
SEQ00499	chr3	R	0.3232952588478235	unresolved
SEQ00500	chr3	L	-0.0	unresolved
SEQ00500	chr3	R	-0.0	unresolved
SEQ00501	chr3	L	0.27454375483326565	unresolved
SEQ00501	chr3	R	0.23104829844556685	unresolved
SEQ00502	chr3	L	-0.0	unresolved
SEQ00502	chr3	R	-0.0	unresolved
SEQ00503	chr3	L	0.44496679390819915	unresolved
SEQ00503	chr3	R	0.32290589611110754	unresolved
SEQ00504	chr3	L	-0.0	unresolved
SEQ00504	chr3	R	-0.0	unresolved
SEQ00505	chr3	L	0.19228414400608962	unresolved
SEQ00505	chr3	R	0.13057590053972268	unresolved
SEQ00506	chr3	L	-0.0	unresolved
SEQ00506	chr3	R	-0.0	unresolved
SEQ00507	chr3	L	0.906702429436955	unresolved
SEQ00507	chr3	R	0.0	forbidden
SEQ00508	chr3	L	0.0	forbidden
SEQ00508	chr3	R	0.0	forbidden
SEQ00509	chr3	L	0.0	forbidden
SEQ00509	chr3	R	0.0	forbidden
SEQ00510	chr3	L	0.0	forbidden
SEQ00510	chr3	R	0.0	forbidden
SEQ00511	chr3	L	0.0	forbidden
SEQ00511	chr3	R	0.5954447493067123	unresolved
SEQ00512	chr3	L	-0.0	unresolved
SEQ00512	chr3	R	0.0	forbidden
SEQ00513	chr3	L	0.0	forbidden
SEQ00513	chr3	R	0.0	forbidden
SEQ00514	chr3	L	0.0	forbidden
SEQ00514	chr3	R	-0.0	unresolved
SEQ00515	chr3	L	0.2965466326131474	unresolved
SEQ00515	chr3	R	0.18528102031981275	unresolved
SEQ00516	chr3	L	-0.0	unresolved
SEQ00516	chr3	R	-0.0	unresolved
SEQ00517	chr3	L	0.2048607908364093	unresolved
SEQ00517	chr3	R	0.0	forbidden
SEQ00518	chr3	L	0.0	forbidden
SEQ00518	chr3	R	0.3042822906810003	unresolved
SEQ00519	chr3	L	-0.0	unresolved
SEQ00519	chr3	R	-0.0	unresolved
SEQ00520	chr3	L	0.4182562165652821	unresolved
SEQ00520	chr3	R	0.0	forbidden
SEQ00521	chr3	L	0.0	forbidden
SEQ00521	chr3	R	0.0	forbidden
SEQ00522	chr3	L	0.0	forbidden
SEQ00522	chr3	R	-0.0	unresolved
SEQ00523	chr3	L	1.0577784834195123	unresolved
SEQ00523	chr3	R	2.477919966608929	unresolved
SEQ00524	chr3	L	-0.0	unresolved
SEQ00524	chr3	R	0.0	forbidden
SEQ00525	chr3	L	0.0	forbidden
SEQ00525	chr3	R	2.140502024432738	telomere
SEQ00526	chr4	L	1.4480907328239732	telomere
SEQ00526	chr4	R	0.0	forbidden
SEQ00527	chr4	L	0.0	forbidden
SEQ00527	chr4	R	0.0	forbidden
SEQ00528	chr4	L	0.0	forbidden
SEQ00528	chr4	R	0.0	forbidden
SEQ00529	chr4	L	0.0	forbidden
SEQ00529	chr4	R	0.0	forbidden
SEQ00530	chr4	L	0.0	forbidden
SEQ00530	chr4	R	0.0	forbidden
SEQ00531	chr4	L	0.0	forbidden
SEQ00531	chr4	R	0.0	forbidden
SEQ00532	chr4	L	0.0	forbidden
SEQ00532	chr4	R	-0.0	unresolved
SEQ00533	chr4	L	0.7149937301650602	unresolved
SEQ00533	chr4	R	0.6824176856478577	unresolved
SEQ00534	chr4	L	-0.0	unresolved
SEQ00534	chr4	R	0.1239975658158412	unresolved
SEQ00535	chr4	L	-0.0	unresolved
SEQ00535	chr4	R	-0.0	unresolved
SEQ00536	chr4	L	0.1201661473638147	unresolved
SEQ00536	chr4	R	0.1274382275046022	unresolved
SEQ00537	chr4	L	-0.0	unresolved
SEQ00537	chr4	R	1.349397131384547	telomere
SEQ00538	chr5	L	2.5768186365496866	telomere
SEQ00538	chr5	R	0.0	forbidden
SEQ00539	chr5	L	0.0	forbidden
SEQ00539	chr5	R	0.0	forbidden
SEQ00540	chr5	L	0.0	forbidden
SEQ00540	chr5	R	0.0	forbidden
SEQ00541	chr5	L	0.0	forbidden
SEQ00541	chr5	R	0.0	forbidden
SEQ00542	chr5	L	0.0	forbidden
SEQ00542	chr5	R	-0.0	unresolved
SEQ00543	chr5	L	1.9035890075544946	unresolved
SEQ00543	chr5	R	-0.0	unresolved
SEQ00544	chr5	L	2.0724763868734364	unresolved
SEQ00544	chr5	R	0.0	forbidden
SEQ00545	chr5	L	0.0	forbidden
SEQ00545	chr5	R	3.432377999957267	unresolved
SEQ00546	chr5	L	-0.0	unresolved
SEQ00546	chr5	R	-0.0	unresolved
SEQ00547	chr5	L	0.5498143476452775	unresolved
SEQ00547	chr5	R	0.0	forbidden
SEQ00548	chr5	L	0.0	forbidden
SEQ00548	chr5	R	0.0	forbidden
SEQ00549	chr5	L	0.0	forbidden
SEQ00549	chr5	R	0.49194174543459646	unresolved
SEQ00550	chr5	L	-0.0	unresolved
SEQ00550	chr5	R	0.886508972431737	unresolved
SEQ00551	chr5	L	-0.0	unresolved
SEQ00551	chr5	R	-0.0	unresolved
SEQ00552	chr5	L	0.5746814448030335	unresolved
SEQ00552	chr5	R	0.0	forbidden
SEQ00553	chr5	L	0.0	forbidden
SEQ00553	chr5	R	0.0	forbidden
SEQ00554	chr5	L	0.0	forbidden
SEQ00554	chr5	R	-0.0	unresolved
SEQ00555	chr5	L	0.44707310594216887	unresolved
SEQ00555	chr5	R	-0.0	unresolved
SEQ00556	chr5	L	0.3162335088928425	unresolved
SEQ00556	chr5	R	1.2453143878957018	unresolved
SEQ00557	chr5	L	-0.0	unresolved
SEQ00557	chr5	R	-0.0	unresolved
SEQ00558	chr5	L	0.9757495883557703	unresolved
SEQ00558	chr5	R	1.4871450421701427	unresolved
SEQ00559	chr5	L	-0.0	unresolved
SEQ00559	chr5	R	0.0	forbidden
SEQ00560	chr5	L	0.0	forbidden
SEQ00560	chr5	R	-0.0	unresolved
SEQ00561	chr5	L	3.4903344564112757	unresolved
SEQ00561	chr5	R	2.409533167555869	unresolved
SEQ00562	chr5	L	-0.0	unresolved
SEQ00562	chr5	R	0.0	forbidden
SEQ00563	chr5	L	0.0	forbidden
SEQ00563	chr5	R	0.0	forbidden
SEQ00564	chr5	L	0.0	forbidden
SEQ00564	chr5	R	0.0	forbidden
SEQ00565	chr5	L	0.0	forbidden
SEQ00565	chr5	R	1.955555976739231	unresolved
SEQ00566	chr5	L	-0.0	unresolved
SEQ00566	chr5	R	-0.0	unresolved
SEQ00567	chr5	L	1.3436602572259286	unresolved
SEQ00567	chr5	R	1.42457256685551	unresolved
SEQ00568	chr5	L	-0.0	unresolved
SEQ00568	chr5	R	-0.0	unresolved
SEQ00569	chr5	L	1.4481385517606062	unresolved
SEQ00569	chr5	R	0.2956782132318785	unresolved
SEQ00570	chr5	L	-0.0	unresolved
SEQ00570	chr5	R	2.0699412197425877	telomere
SEQ00571	chr6	L	2.070266365047103	telomere
SEQ00571	chr6	R	0.0	forbidden
SEQ00572	chr6	L	0.0	forbidden
SEQ00572	chr6	R	-0.0	unresolved
SEQ00573	chr6	L	0.35490215375854417	unresolved
SEQ00573	chr6	R	0.0	forbidden
SEQ00574	chr6	L	0.0	forbidden
SEQ00574	chr6	R	1.1689608340984574	unresolved
SEQ00575	chr6	L	-0.0	unresolved
SEQ00575	chr6	R	-0.0	unresolved
SEQ00576	chr6	L	0.8653061695752589	unresolved
SEQ00576	chr6	R	0.0	forbidden
SEQ00577	chr6	L	0.0	forbidden
SEQ00577	chr6	R	2.1215138542824485	telomere
SEQ00578	chr7	L	2.8797508537535226	telomere
SEQ00578	chr7	R	1.1922186896162295	unresolved
SEQ00579	chr7	L	-0.0	unresolved
SEQ00579	chr7	R	-0.0	unresolved
SEQ00580	chr7	L	0.40322672965197226	unresolved
SEQ00580	chr7	R	0.0	forbidden
