edge_id	chrom	boundary	reference_cn
REF00644	chr8	78300000	2.685682946438171
REF00645	chr8	79150000	2.8227336419501445
REF00646	chr8	79250000	2.8227336419501445
REF00647	chr8	79300000	2.8227336419501445
REF00648	chr8	82350000	2.6637394978488484
REF00649	chr8	85650000	0.9726684313664382
REF00650	chr8	85850000	0.9726684313664382
REF00651	chr8	88050000	2.628926850976093
REF00652	chr8	91450000	2.65299324093761
REF00653	chr8	93550000	2.65299324093761
REF00654	chr8	95550000	2.7074618323382325
REF00655	chr8	97500000	2.7074618323382325
REF00656	chr8	100100000	2.939920208834274
REF00657	chr8	107000000	4.088495351338375
REF00658	chr8	113850000	4.088495351338375
REF00659	chr8	114350000	4.365388339759183
REF00660	chr8	114400000	4.365388339759183
REF00661	chr8	114450000	4.365388339759183
REF00662	chr8	114750000	5.3352282748509205
REF00663	chr8	114800000	4.257421709007258
REF00664	chr8	132100000	3.3603325171492866
REF00665	chr8	132550000	3.3603325171492866
REF00666	chr8	133100000	3.7814323945925965
REF00667	chr8	134450000	5.107686578229093
REF00668	chr8	134500000	5.107686578229093
REF00669	chr8	134900000	3.9077386962465708
REF00670	chr8	135250000	1.582953635774989
REF00671	chr8	136550000	1.582953635774989
REF00672	chr8	137900000	1.6027884293554084
REF00673	chr8	140150000	1.6027884293554084
REF00674	chr8	141450000	1.827723709760941
REF00675	chr9	200000	1.3925904162670022
REF00676	chr9	3550000	1.3925904162670022
REF00677	chr9	3600000	1.3925904162670022
REF00678	chr9	4350000	3.7361930464371356
REF00679	chr9	7400000	4.280947075819568
REF00680	chr9	7500000	3.787529170852436
REF00681	chr9	9850000	3.787529170852436
REF00682	chr9	19050000	1.4604409228029545
REF00683	chr9	20350000	1.4604409228029545
REF00684	chr9	22950000	1.401355510358723
REF00685	chr9	30550000	1.401355510358723
REF00686	chr9	38000000	1.4814233684183185
REF00687	chr9	38450000	1.4814233684183185
REF00688	chr9	38900000	2.0338838600709654
REF00689	chr9	39050000	2.0338838600709654
REF00690	chr9	39600000	0.7358787604214871
REF00691	chr9	40700000	0.7358787604214871
REF00692	chr9	41300000	0.6293000662921676
REF00693	chr9	41600000	0.6293000662921676
REF00694	chr9	42700000	0.6293000662921676
REF00695	chr9	43150000	2.474556529615176
REF00696	chr9	43200000	2.474556529615176
REF00697	chr9	43300000	1.233091622156315
REF00698	chr9	45550000	0.0020000059398117102
REF00699	chr9	60500000	0.0020000059398117102
REF00700	chr9	60650000	1.6314751352730077
REF00701	chr9	61700000	1.6314751352730077
REF00702	chr9	62100000	1.6314751352730077
REF00703	chr9	63850000	1.6314751352730077
REF00704	chr9	65350000	1.6314751352730077
REF00705	chr9	70500000	1.6314751352730077
REF00706	chr9	85000000	1.6314751352730077
REF00707	chr9	87300000	1.6314751352730077
REF00708	chr9	87700000	1.6314751352730077
REF00709	chr9	90650000	1.6314751352730077
REF00710	chr9	91250000	1.6314751352730077
REF00711	chr9	131300000	1.6314751352730077
REF00712	chr9	132250000	3.4106624975932713
REF00713	chrX	350000	0.0020000059398117102
REF00714	chrX	2750000	0.0020000059398117102
REF00715	chrX	3700000	0.6978408707172458
REF00716	chrX	7250000	0.6978408707172458
REF00717	chrX	7650000	0.6978408707172458
REF00718	chrX	10900000	0.6978408707172458
REF00719	chrX	11300000	1.4339492843760053
REF00720	chrX	24450000	1.4339492843760053
REF00721	chrX	38300000	0.671863471629617
REF00722	chrX	40550000	0.671863471629617
REF00723	chrX	48000000	0.573832758178661
REF00724	chrX	50500000	1.286304317584612
REF00725	chrX	50550000	0.783741610556954
REF00726	chrX	51950000	0.783741610556954
REF00727	chrX	52200000	0.783741610556954
REF00728	chrX	52650000	0.783741610556954
REF00729	chrX	53700000	0.783741610556954
REF00730	chrX	54000000	0.783741610556954
REF00731	chrX	55000000	0.6969755731167796
REF00732	chrX	55600000	0.05651665927231614
REF00733	chrX	62400000	0.05651665927231614
REF00734	chrX	62450000	0.05651665927231614
REF00735	chrX	89250000	0.6951036376317878
REF00736	chrX	92850000	0.7264774892099992
REF00737	chrX	118000000	0.7264774892099992
REF00738	chrX	118250000	1.2589055079217706
REF00739	chrX	119000000	1.2589055079217706
REF00740	chrX	119100000	1.2589055079217706
REF00741	chrX	119150000	1.2589055079217706
REF00742	chrX	122700000	2.0984152538111545
REF00743	chrX	122750000	1.449409243354023
REF00744	chrX	126100000	1.449409243354023
REF00745	chrX	126150000	1.449409243354023
REF00746	chrX	130050000	2.053940657670214
REF00747	chrX	130100000	1.389984382708839
REF00748	chrX	131250000	1.4980720374358223
REF00749	chrX	131950000	2.223087910673381
REF00750	chrX	132000000	1.44138426376578
REF00751	chrX	137200000	0.7113443407363235
REF00752	chrX	142000000	0.7113443407363235
REF00753	chrX	143000000	1.3753006156976986
REF00754	chrX	143050000	1.3753006156976986
REF00755	chrX	144650000	1.9740503670359835
REF00756	chrX	144700000	1.3277467517765034
REF00757	chrX	146500000	0.6980101885059972
REF00758	chrX	154050000	0.6980101885059972
REF00759	chrX	154300000	0.6980101885059972
