segment_id	chrom	start	end	sequence_cn	balanced_sequence_cn
SEQ00385	chr20	31000000	31050000	2.5459110240650427	2.5459110240650427
SEQ00386	chr20	31050000	31100000	2.5459110240650427	2.5459110240650427
SEQ00387	chr20	31100000	31300000	2.5459110240650427	2.5459110240650427
SEQ00388	chr20	31300000	33600000	2.5459110240650427	2.5459110240650427
SEQ00389	chr20	33600000	35450000	2.5459110240650427	2.5459110240650427
SEQ00390	chr20	35450000	35550000	2.5459110240650427	2.5459110240650427
SEQ00391	chr20	35550000	36100000	2.5459110240650427	2.5459110240650427
SEQ00392	chr20	36100000	41900000	2.195693986212231	2.195693986212231
SEQ00393	chr20	41900000	43350000	1.6602862521747428	1.6602862521747428
SEQ00394	chr20	43350000	45900000	2.251269855017415	2.251269855017415
SEQ00395	chr20	45900000	46350000	1.9332314902346244	1.9332314902346244
SEQ00396	chr20	46350000	54650000	2.196345472777785	2.196345472777785
SEQ00397	chr20	54650000	56350000	1.8589216954893548	1.8589216954893548
SEQ00398	chr20	56350000	60250000	2.0871808318844876	2.0871808318844876
SEQ00399	chr20	60250000	62000000	1.6501669596149404	1.6501669596149404
SEQ00400	chr20	62000000	64444167	2.0802720343862418	2.0802720343862418
SEQ00401	chr21	0	5000000	0.0020000059398117102	0.0020000059398117102
SEQ00402	chr21	5000000	7300000	1.4240551309875145	1.4240551309875145
SEQ00403	chr21	7300000	9800000	1.8841127473896113	1.8841127473896113
SEQ00404	chr21	9800000	10250000	1.8841127473896113	1.8841127473896113
SEQ00405	chr21	10250000	10650000	1.8841127473896113	1.8841127473896113
SEQ00406	chr21	10650000	10850000	1.8841127473896113	1.8841127473896113
SEQ00407	chr21	10850000	12950000	0.0020000059398117102	0.0020000059398117102
SEQ00408	chr21	12950000	13250000	1.8599747032943637	1.8599747032943637
SEQ00409	chr21	13250000	19650000	0.6880093136130911	0.6880093136130911
SEQ00410	chr21	19650000	22500000	0.8732641380528361	0.8732641380528361
SEQ00411	chr21	22500000	23250000	1.7697210803213617	1.7697210803213617
SEQ00412	chr21	23250000	23750000	1.3514058449221262	1.3514058449221262
SEQ00413	chr21	23750000	24300000	1.9579857972192516	1.9579857972192516
SEQ00414	chr21	24300000	25000000	2.8913194198072114	2.8913194198072114
SEQ00415	chr21	25000000	33100000	1.173038203651604	1.173038203651604
SEQ00416	chr21	33100000	33200000	1.173038203651604	1.173038203651604
SEQ00417	chr21	33200000	34150000	3.9691745272632892	3.9691745272632892
SEQ00418	chr21	34150000	42500000	1.1495107835273928	1.1495107835273928
SEQ00419	chr21	42500000	42750000	2.1128585703749274	2.1128585703749274
SEQ00420	chr21	42750000	44950000	2.1128585703749274	2.1128585703749274
SEQ00421	chr21	44950000	45050000	2.1128585703749274	2.1128585703749274
SEQ00422	chr21	45050000	45100000	2.1128585703749274	2.1128585703749274
SEQ00423	chr21	45100000	46709983	2.1128585703749274	2.1128585703749274
SEQ00424	chr22	0	10500000	0.0020000059398117102	0.0020000059398117102
SEQ00425	chr22	10500000	12900000	2.089136850011213	2.089136850011213
SEQ00426	chr22	12900000	15150000	0.0024820708281335425	0.0024820708281335425
SEQ00427	chr22	15150000	27700000	1.354697746068903	1.354697746068903
SEQ00428	chr22	27700000	27750000	1.354697746068903	1.354697746068903
SEQ00429	chr22	27750000	30200000	2.123884040137305	2.123884040137305
SEQ00430	chr22	30200000	30650000	1.8794750972177587	1.8794750972177587
SEQ00431	chr22	30650000	32550000	2.0328480759480385	2.0328480759480385
SEQ00432	chr22	32550000	33250000	1.8480041543952321	1.8480041543952321
SEQ00433	chr22	33250000	33450000	1.5821791880692342	1.5821791880692342
SEQ00434	chr22	33450000	33600000	1.5821791880692342	1.5821791880692342
SEQ00435	chr22	33600000	34550000	1.4132640111553754	1.4132640111553754
SEQ00436	chr22	34550000	35050000	1.5449423451554711	1.5449423451554711
SEQ00437	chr22	35050000	35650000	1.8228097594703723	1.8228097594703723
SEQ00438	chr22	35650000	36250000	2.0809325453145675	2.0809325453145675
SEQ00439	chr22	36250000	37200000	1.7709580029798668	1.7709580029798668
SEQ00440	chr22	37200000	38050000	3.086440543769259	3.086440543769259
SEQ00441	chr22	38050000	38650000	4.401636475049242	4.401636475049242
SEQ00442	chr22	38650000	39750000	3.547476187005784	3.547476187005784
SEQ00443	chr22	39750000	41200000	4.019761761529502	4.019761761529502
SEQ00444	chr22	41200000	42150000	3.671404313456931	3.671404313456931
SEQ00445	chr22	42150000	42200000	3.671404313456931	3.671404313456931
SEQ00446	chr22	42200000	42800000	4.245280851186507	4.245280851186507
SEQ00447	chr22	42800000	45650000	4.90937714245529	4.90937714245529
SEQ00448	chr22	45650000	45800000	6.764484522702628	6.764484522702628
SEQ00449	chr22	45800000	46050000	6.764484522702628	6.764484522702628
SEQ00450	chr22	46050000	47100000	6.764484522702628	6.764484522702628
SEQ00451	chr22	47100000	48250000	5.189156331537157	5.189156331537157
SEQ00452	chr22	48250000	49700000	4.16639609085519	4.16639609085519
SEQ00453	chr22	49700000	50200000	5.356460515379137	5.356460515379137
SEQ00454	chr22	50200000	50818468	1.1387815306456677	1.1387815306456677
SEQ00455	chr3	0	800000	2.4746868906718076	2.4746868906718076
SEQ00456	chr3	800000	2550000	2.1886389815776326	2.1886389815776326
SEQ00457	chr3	2550000	4250000	1.7827853366582098	1.7827853366582098
SEQ00458	chr3	4250000	5250000	2.1198658931885097	2.1198658931885097
SEQ00459	chr3	5250000	11100000	1.987970129963278	1.987970129963278
SEQ00460	chr3	11100000	12800000	2.164705852464816	2.164705852464816
SEQ00461	chr3	12800000	14950000	1.9161959520404908	1.9161959520404908
SEQ00462	chr3	14950000	26150000	2.115309990180195	2.115309990180195
SEQ00463	chr3	26150000	40300000	2.115309990180195	2.115309990180195
SEQ00464	chr3	40300000	40350000	2.115309990180195	2.115309990180195
SEQ00465	chr3	40350000	53650000	1.475645317077512	1.475645317077512
SEQ00466	chr3	53650000	56100000	1.3503608661103526	1.3503608661103526
SEQ00467	chr3	56100000	57200000	1.5197657814505081	1.5197657814505081
SEQ00468	chr3	57200000	57950000	1.6929882964690606	1.6929882964690606
SEQ00469	chr3	57950000	59900000	1.4677995906659982	1.4677995906659982
SEQ00470	chr3	59900000	61000000	1.1618283992182203	1.1618283992182203
SEQ00471	chr3	61000000	73000000	1.4439972552971032	1.4439972552971032
SEQ00472	chr3	73000000	73050000	1.4439972552971032	1.4439972552971032
SEQ00473	chr3	73050000	90250000	0.7297478700584321	0.7297478700584321
SEQ00474	chr3	90250000	90400000	0.7297478700584321	0.7297478700584321
SEQ00475	chr3	90400000	90450000	0.7297478700584321	0.7297478700584321
SEQ00476	chr3	90450000	91550000	3.565298822501823	3.565298822501823
SEQ00477	chr3	91550000	91600000	3.565298822501823	3.565298822501823
SEQ00478	chr3	91600000	93650000	1.2679993447922318	1.2679993447922318
SEQ00479	chr3	93650000	93700000	3.4256125825963326	3.4256125825963326
SEQ00480	chr3	93700000	95300000	3.4256125825963326	3.4256125825963326
SEQ00481	chr3	95300000	97350000	2.507116436594862	2.507116436594862
SEQ00482	chr3	97350000	101850000	2.699303130702046	2.699303130702046
SEQ00483	chr3	101850000	107150000	2.5197122709402007	2.5197122709402007
SEQ00484	chr3	107150000	108850000	2.701560517396985	2.701560517396985
SEQ00485	chr3	108850000	109450000	2.377608205557167	2.377608205557167
SEQ00486	chr3	109450000	111450000	2.5309570055875996	2.5309570055875996
SEQ00487	chr3	111450000	112750000	2.739703940029105	2.739703940029105
SEQ00488	chr3	112750000	116350000	2.5923023589844547	2.5923023589844547
SEQ00489	chr3	116350000	118900000	2.4358343070114477	2.4358343070114477
SEQ00490	chr3	118900000	123850000	2.64359834923808	2.64359834923808
SEQ00491	chr3	123850000	124000000	2.64359834923808	2.64359834923808
SEQ00492	chr3	124000000	126000000	2.3927538665815287	2.3927538665815287
SEQ00493	chr3	126000000	126850000	2.2090008900751514	2.2090008900751514
SEQ00494	chr3	126850000	127850000	2.0845478658357584	2.0845478658357584
SEQ00495	chr3	127850000	129650000	2.295481810315625	2.295481810315625
SEQ00496	chr3	129650000	134600000	2.413692682201219	2.413692682201219
SEQ00497	chr3	134600000	135750000	2.1842121645884225	2.1842121645884225
SEQ00498	chr3	135750000	135800000	2.1842121645884225	2.1842121645884225
SEQ00499	chr3	135800000	137250000	2.903427480494954	2.903427480494954
SEQ00500	chr3	137250000	137900000	2.5801322216471303	2.5801322216471303
SEQ00501	chr3	137900000	139650000	2.854675976480396	2.854675976480396
SEQ00502	chr3	139650000	141300000	2.623627678034829	2.623627678034829
SEQ00503	chr3	141300000	142900000	3.0685944719430283	3.0685944719430283
SEQ00504	chr3	142900000	148650000	2.7456885758319207	2.7456885758319207
SEQ00505	chr3	148650000	154050000	2.9379727198380103	2.9379727198380103
SEQ00506	chr3	154050000	156700000	2.8073968192982877	2.8073968192982877
SEQ00507	chr3	156700000	156750000	3.7259879279148413	3.7259879279148413
SEQ00508	chr3	156750000	156900000	3.7259879279148413	3.7259879279148413
SEQ00509	chr3	156900000	157100000	3.7259879279148413	3.7259879279148413
SEQ00510	chr3	157100000	159600000	3.7259879279148413	3.7259879279148413
SEQ00511	chr3	159600000	159750000	3.7259879279148413	3.7259879279148413
SEQ00512	chr3	159750000	160050000	3.130543178608129	3.130543178608129
SEQ00513	chr3	160050000	160650000	3.130543178608129	3.130543178608129
SEQ00514	chr3	160650000	168300000	3.130543178608129	3.130543178608129
SEQ00515	chr3	168300000	173100000	3.4270898112212764	3.4270898112212764
SEQ00516	chr3	173100000	174600000	3.2418087909014637	3.2418087909014637
SEQ00517	chr3	174600000	174850000	3.446669581737873	3.446669581737873
SEQ00518	chr3	174850000	181950000	3.446669581737873	3.446669581737873
SEQ00519	chr3	181950000	182800000	3.1423872910568726	3.1423872910568726
SEQ00520	chr3	182800000	183050000	3.5606435076221548	3.5606435076221548
SEQ00521	chr3	183050000	183250000	3.5606435076221548	3.5606435076221548
SEQ00522	chr3	183250000	183300000	3.5606435076221548	3.5606435076221548
SEQ00523	chr3	183300000	183500000	4.618421991041667	4.618421991041667
SEQ00524	chr3	183500000	197650000	2.140502024432738	2.140502024432738
SEQ00525	chr3	197650000	198295559	2.140502024432738	2.140502024432738
SEQ00526	chr4	0	20150000	1.4480907328239732	1.4480907328239732
SEQ00527	chr4	20150000	22100000	1.4480907328239732	1.4480907328239732
SEQ00528	chr4	22100000	42150000	1.4480907328239732	1.4480907328239732
SEQ00529	chr4	42150000	48500000	1.4480907328239732	1.4480907328239732
SEQ00530	chr4	48500000	49050000	1.4480907328239732	1.4480907328239732
SEQ00531	chr4	49050000	99750000	1.4480907328239732	1.4480907328239732
SEQ00532	chr4	99750000	99800000	1.4480907328239732	1.4480907328239732
SEQ00533	chr4	99800000	102350000	2.1630844629890333	2.1630844629890333
SEQ00534	chr4	102350000	130100000	1.4806667773411757	1.4806667773411757
SEQ00535	chr4	130100000	137450000	1.3566692115253345	1.3566692115253345
SEQ00536	chr4	137450000	186900000	1.4768353588891492	1.4768353588891492
SEQ00537	chr4	186900000	190214555	1.349397131384547	1.349397131384547
SEQ00538	chr5	0	500000	2.5768186365496866	2.5768186365496866
SEQ00539	chr5	500000	1650000	2.5768186365496866	2.5768186365496866
SEQ00540	chr5	1650000	2500000	2.5768186365496866	2.5768186365496866
SEQ00541	chr5	2500000	2600000	2.5768186365496866	2.5768186365496866
SEQ00542	chr5	2600000	2950000	2.5768186365496866	2.5768186365496866
SEQ00543	chr5	2950000	3650000	4.480407644104181	4.480407644104181
SEQ00544	chr5	3650000	4150000	6.5528840309776175	6.5528840309776175
SEQ00545	chr5	4150000	4350000	6.5528840309776175	6.5528840309776175
SEQ00546	chr5	4350000	9900000	3.1205060310203505	3.1205060310203505
SEQ00547	chr5	9900000	11850000	3.670320378665628	3.670320378665628
SEQ00548	chr5	11850000	12100000	3.670320378665628	3.670320378665628
SEQ00549	chr5	12100000	15000000	3.670320378665628	3.670320378665628
SEQ00550	chr5	15000000	15300000	3.1783786332310315	3.1783786332310315
SEQ00551	chr5	15300000	16300000	2.2918696607992946	2.2918696607992946
SEQ00552	chr5	16300000	17100000	2.866551105602328	2.866551105602328
SEQ00553	chr5	17100000	29750000	2.866551105602328	2.866551105602328
SEQ00554	chr5	29750000	41200000	2.866551105602328	2.866551105602328
SEQ00555	chr5	41200000	43400000	3.313624211544497	3.313624211544497
SEQ00556	chr5	43400000	43800000	3.6298577204373395	3.6298577204373395
SEQ00557	chr5	43800000	44150000	2.3845433325416376	2.3845433325416376
SEQ00558	chr5	44150000	45950000	3.360292920897408	3.360292920897408
SEQ00559	chr5	45950000	47200000	1.8731478787272653	1.8731478787272653
SEQ00560	chr5	47200000	47350000	1.8731478787272653	1.8731478787272653
SEQ00561	chr5	47350000	49650000	5.363482335138541	5.363482335138541
SEQ00562	chr5	49650000	49700000	2.9539491675826723	2.9539491675826723
SEQ00563	chr5	49700000	50400000	2.9539491675826723	2.9539491675826723
SEQ00564	chr5	50400000	52750000	2.9539491675826723	2.9539491675826723
SEQ00565	chr5	52750000	52800000	2.9539491675826723	2.9539491675826723
SEQ00566	chr5	52800000	59850000	0.9983931908434414	0.9983931908434414
SEQ00567	chr5	59850000	69800000	2.34205344806937	2.34205344806937
SEQ00568	chr5	69800000	71300000	0.91748088121386	0.91748088121386
SEQ00569	chr5	71300000	114250000	2.365619432974466	2.365619432974466
SEQ00570	chr5	114250000	181538259	2.0699412197425877	2.0699412197425877
SEQ00571	chr6	0	350000	2.070266365047103	2.070266365047103
SEQ00572	chr6	350000	56450000	2.070266365047103	2.070266365047103
SEQ00573	chr6	56450000	58250000	2.425168518805647	2.425168518805647
SEQ00574	chr6	58250000	58600000	2.425168518805647	2.425168518805647
SEQ00575	chr6	58600000	59800000	1.2562076847071897	1.2562076847071897
SEQ00576	chr6	59800000	61400000	2.1215138542824485	2.1215138542824485
SEQ00577	chr6	61400000	170805979	2.1215138542824485	2.1215138542824485
SEQ00578	chr7	0	100000	2.8797508537535226	2.8797508537535226
SEQ00579	chr7	100000	5650000	1.6875321641372931	1.6875321641372931
SEQ00580	chr7	5650000	5950000	2.0907588937892654	2.0907588937892654
SEQ00581	chr7	5950000	6700000	2.0907588937892654	2.0907588937892654
SEQ00582	chr7	6700000	32500000	2.0907588937892654	2.0907588937892654
SEQ00583	chr7	32500000	32850000	2.0907588937892654	2.0907588937892654
SEQ00584	chr7	32850000	33950000	2.0907588937892654	2.0907588937892654
SEQ00585	chr7	33950000	34900000	2.2878413307747483	2.2878413307747483
SEQ00586	chr7	34900000	35250000	2.704580801882968	2.704580801882968
SEQ00587	chr7	35250000	35600000	2.2002066006579475	2.2002066006579475
SEQ00588	chr7	35600000	36750000	2.4584550885228142	2.4584550885228142
SEQ00589	chr7	36750000	38750000	2.2612257012935224	2.2612257012935224
SEQ00590	chr7	38750000	40550000	2.4048651519559057	2.4048651519559057
SEQ00591	chr7	40550000	52100000	2.27651978858789	2.27651978858789
SEQ00592	chr7	52100000	52150000	2.27651978858789	2.27651978858789
SEQ00593	chr7	52150000	53200000	1.835685615449926	1.835685615449926
SEQ00594	chr7	53200000	53950000	2.2448623736425586	2.2448623736425586
SEQ00595	chr7	53950000	56050000	2.799893592786206	2.799893592786206
SEQ00596	chr7	56050000	56950000	2.3508280211095864	2.3508280211095864
SEQ00597	chr7	56950000	58050000	1.8521410867461074	1.8521410867461074
SEQ00598	chr7	58050000	58100000	1.8521410867461074	1.8521410867461074
SEQ00599	chr7	58100000	58150000	1.8521410867461074	1.8521410867461074
SEQ00600	chr7	58150000	60800000	4.954570503397133	4.954570503397133
SEQ00601	chr7	60800000	60850000	1.4727055403522273	1.4727055403522273
SEQ00602	chr7	60850000	60900000	1.4727055403522273	1.4727055403522273
SEQ00603	chr7	60900000	62250000	1.4727055403522273	1.4727055403522273
SEQ00604	chr7	62250000	63450000	1.4727055403522273	1.4727055403522273
SEQ00605	chr7	63450000	63750000	2.5536414955099933	2.5536414955099933
SEQ00606	chr7	63750000	63850000	1.8050615102440373	1.8050615102440373
SEQ00607	chr7	63850000	64250000	1.4053358988751554	1.4053358988751554
SEQ00608	chr7	64250000	65050000	1.8126884653088018	1.8126884653088018
SEQ00609	chr7	65050000	67300000	2.329115202864509	2.329115202864509
SEQ00610	chr7	67300000	67350000	2.329115202864509	2.329115202864509
SEQ00611	chr7	67350000	70100000	1.5218160677664023	1.5218160677664023
SEQ00612	chr7	70100000	70400000	1.5218160677664023	1.5218160677664023
SEQ00613	chr7	70400000	72500000	1.5218160677664023	1.5218160677664023
SEQ00614	chr7	72500000	76450000	1.9632847051921969	1.9632847051921969
SEQ00615	chr7	76450000	77200000	3.1246010547703396	3.1246010547703396
SEQ00616	chr7	77200000	79350000	2.1267760128779245	2.1267760128779245
SEQ00617	chr7	79350000	83700000	2.196854010125994	2.196854010125994
SEQ00618	chr7	83700000	85350000	2.267667313648428	2.267667313648428
SEQ00619	chr7	85350000	86950000	2.0728486769409873	2.0728486769409873
SEQ00620	chr7	86950000	87150000	1.619468043359564	1.619468043359564
SEQ00621	chr7	87150000	87200000	1.619468043359564	1.619468043359564
SEQ00622	chr7	87200000	91900000	2.1151173374938277	2.1151173374938277
SEQ00623	chr7	91900000	94250000	2.2685036799187883	2.2685036799187883
SEQ00624	chr7	94250000	98200000	2.116095150668795	2.116095150668795
SEQ00625	chr7	98200000	102300000	1.9297020371846414	1.9297020371846414
SEQ00626	chr7	102300000	102700000	1.9297020371846414	1.9297020371846414
SEQ00627	chr7	102700000	142800000	2.121997858059718	2.121997858059718
SEQ00628	chr7	142800000	148500000	1.90888210129184	1.90888210129184
SEQ00629	chr7	148500000	151050000	2.1260636664223225	2.1260636664223225
SEQ00630	chr7	151050000	151450000	2.1260636664223225	2.1260636664223225
SEQ00631	chr7	151450000	152850000	2.6833607072011896	2.6833607072011896
SEQ00632	chr7	152850000	153400000	2.13950789105303	2.13950789105303
SEQ00633	chr7	153400000	154900000	1.8937357071795773	1.8937357071795773
SEQ00634	chr7	154900000	155600000	2.174780805266409	2.174780805266409
SEQ00635	chr7	155600000	157550000	2.501083112601192	2.501083112601192
SEQ00636	chr7	157550000	158600000	1.9665118774793169	1.9665118774793169
SEQ00637	chr7	158600000	159345973	2.4343236650803073	2.4343236650803073
SEQ00638	chr8	0	350000	1.0528748787786675	1.0528748787786675
SEQ00639	chr8	350000	5850000	1.0528748787786675	1.0528748787786675
SEQ00640	chr8	5850000	7050000	1.339835608801869	1.339835608801869
SEQ00641	chr8	7050000	7500000	1.339835608801869	1.339835608801869
SEQ00642	chr8	7500000	8100000	0.397368660407162	0.397368660407162
SEQ00643	chr8	8100000	12650000	1.4040594277861806	1.4040594277861806
SEQ00644	chr8	12650000	20250000	1.4040594277861806	1.4040594277861806
SEQ00645	chr8	20250000	21800000	1.103406206074002	1.103406206074002
SEQ00646	chr8	21800000	33950000	1.4467042283247549	1.4467042283247549
SEQ00647	chr8	33950000	36950000	1.09938827637457	1.09938827637457
SEQ00648	chr8	36950000	40350000	0.7145961270624092	0.7145961270624092
SEQ00649	chr8	40350000	40400000	0.7145961270624092	0.7145961270624092
SEQ00650	chr8	40400000	40800000	3.0531617024327833	3.0531617024327833
SEQ00651	chr8	40800000	42200000	2.470177990478799	2.470177990478799
SEQ00652	chr8	42200000	42850000	3.7670808576053085	3.7670808576053085
SEQ00653	chr8	42850000	45900000	1.3308795431713931	1.3308795431713931
SEQ00654	chr8	45900000	46550000	1.9659289736458527	1.9659289736458527
SEQ00655	chr8	46550000	53100000	2.624067806498672	2.624067806498672
SEQ00656	chr8	53100000	53650000	3.4950667283048578	3.4950667283048578
SEQ00657	chr8	53650000	54050000	3.9469766927142684	3.9469766927142684
SEQ00658	chr8	54050000	55450000	3.439919967835371	3.439919967835371
SEQ00659	chr8	55450000	55950000	3.439919967835371	3.439919967835371
SEQ00660	chr8	55950000	66300000	2.718941290682877	2.718941290682877
SEQ00661	chr8	66300000	67300000	3.01019928237361	3.01019928237361
SEQ00662	chr8	67300000	73200000	2.7129190498013886	2.7129190498013886
SEQ00663	chr8	73200000	75550000	2.8983925447377676	2.8983925447377676
SEQ00664	chr8	75550000	78300000	2.685682946438171	2.685682946438171
SEQ00665	chr8	78300000	79150000	2.8227336419501445	2.8227336419501445
SEQ00666	chr8	79150000	79250000	2.8227336419501445	2.8227336419501445
SEQ00667	chr8	79250000	79300000	2.8227336419501445	2.8227336419501445
SEQ00668	chr8	79300000	82350000	2.8227336419501445	2.8227336419501445
SEQ00669	chr8	82350000	85650000	2.6637394978488484	2.6637394978488484
SEQ00670	chr8	85650000	85850000	0.9726684313664382	0.9726684313664382
SEQ00671	chr8	85850000	88050000	2.628926850976093	2.628926850976093
SEQ00672	chr8	88050000	91450000	2.791798852606638	2.791798852606638
SEQ00673	chr8	91450000	93550000	2.65299324093761	2.65299324093761
SEQ00674	chr8	93550000	95550000	2.93126418673166	2.93126418673166
SEQ00675	chr8	95550000	97500000	2.7074618323382325	2.7074618323382325
SEQ00676	chr8	97500000	100100000	2.939920208834274	2.939920208834274
SEQ00677	chr8	100100000	107000000	4.3094089130131765	4.3094089130131765
SEQ00678	chr8	107000000	113850000	4.088495351338375	4.088495351338375
SEQ00679	chr8	113850000	114350000	4.365388339759183	4.365388339759183
SEQ00680	chr8	114350000	114400000	4.365388339759183	4.365388339759183
SEQ00681	chr8	114400000	114450000	4.365388339759183	4.365388339759183
SEQ00682	chr8	114450000	114750000	5.3352282748509205	5.3352282748509205
SEQ00683	chr8	114750000	114800000	5.3352282748509205	5.3352282748509205
SEQ00684	chr8	114800000	132100000	4.257421709007258	4.257421709007258
SEQ00685	chr8	132100000	132550000	3.3603325171492866	3.3603325171492866
SEQ00686	chr8	132550000	133100000	4.103514354510057	4.103514354510057
SEQ00687	chr8	133100000	134450000	5.107686578229093	5.107686578229093
SEQ00688	chr8	134450000	134500000	5.107686578229093	5.107686578229093
SEQ00689	chr8	134500000	134900000	5.851149174496114	5.851149174496114
SEQ00690	chr8	134900000	135250000	3.9077386962465708	3.9077386962465708
SEQ00691	chr8	135250000	136550000	1.582953635774989	1.582953635774989
SEQ00692	chr8	136550000	137900000	1.8766480371532928	1.8766480371532928
SEQ00693	chr8	137900000	140150000	1.6027884293554084	1.6027884293554084
SEQ00694	chr8	140150000	141450000	2.1044985271532894	2.1044985271532894
SEQ00695	chr8	141450000	145138636	1.827723709760941	1.827723709760941
SEQ00696	chr9	0	200000	2.9077092150364936	2.9077092150364936
SEQ00697	chr9	200000	3550000	1.3925904162670022	1.3925904162670022
SEQ00698	chr9	3550000	3600000	1.3925904162670022	1.3925904162670022
SEQ00699	chr9	3600000	4350000	3.7361930464371356	3.7361930464371356
SEQ00700	chr9	4350000	7400000	4.971116797082727	4.971116797082727
SEQ00701	chr9	7400000	7500000	4.280947075819568	4.280947075819568
SEQ00702	chr9	7500000	9850000	3.787529170852436	3.787529170852436
SEQ00703	chr9	9850000	19050000	4.7932693096536045	4.7932693096536045
SEQ00704	chr9	19050000	20350000	1.4604409228029545	1.4604409228029545
SEQ00705	chr9	20350000	22950000	1.551425048555964	1.551425048555964
SEQ00706	chr9	22950000	30550000	1.401355510358723	1.401355510358723
SEQ00707	chr9	30550000	38000000	1.4814233684183185	1.4814233684183185
SEQ00708	chr9	38000000	38450000	1.4814233684183185	1.4814233684183185
SEQ00709	chr9	38450000	38900000	2.0338838600709654	2.0338838600709654
SEQ00710	chr9	38900000	39050000	2.0338838600709654	2.0338838600709654
SEQ00711	chr9	39050000	39600000	2.0338838600709654	2.0338838600709654
SEQ00712	chr9	39600000	40700000	0.7358787604214871	0.7358787604214871
SEQ00713	chr9	40700000	41300000	2.432451432924797	2.432451432924797
SEQ00714	chr9	41300000	41600000	0.6293000662921676	0.6293000662921676
SEQ00715	chr9	41600000	42700000	0.6293000662921676	0.6293000662921676
SEQ00716	chr9	42700000	43150000	2.474556529615176	2.474556529615176
SEQ00717	chr9	43150000	43200000	2.474556529615176	2.474556529615176
SEQ00718	chr9	43200000	43300000	2.474556529615176	2.474556529615176
SEQ00719	chr9	43300000	45550000	1.233091622156315	1.233091622156315
SEQ00720	chr9	45550000	60500000	0.0020000059398117102	0.0020000059398117102
SEQ00721	chr9	60500000	60650000	1.6314751352730077	1.6314751352730077
SEQ00722	chr9	60650000	61700000	1.6314751352730077	1.6314751352730077
SEQ00723	chr9	61700000	62100000	1.6314751352730077	1.6314751352730077
SEQ00724	chr9	62100000	63850000	1.6314751352730077	1.6314751352730077
SEQ00725	chr9	63850000	65350000	1.6314751352730077	1.6314751352730077
SEQ00726	chr9	65350000	70500000	1.6314751352730077	1.6314751352730077
SEQ00727	chr9	70500000	85000000	1.6314751352730077	1.6314751352730077
SEQ00728	chr9	85000000	87300000	1.6314751352730077	1.6314751352730077
SEQ00729	chr9	87300000	87700000	1.6314751352730077	1.6314751352730077
SEQ00730	chr9	87700000	90650000	1.6314751352730077	1.6314751352730077
SEQ00731	chr9	90650000	91250000	1.6314751352730077	1.6314751352730077
SEQ00732	chr9	91250000	131300000	1.6314751352730077	1.6314751352730077
SEQ00733	chr9	131300000	132250000	3.4106624975932713	3.4106624975932713
SEQ00734	chr9	132250000	138394717	3.4106624975932713	3.4106624975932713
SEQ00735	chrX	0	350000	0.0020000059398117102	0.0020000059398117102
SEQ00736	chrX	350000	2750000	0.0020000059398117102	0.0020000059398117102
SEQ00737	chrX	2750000	3700000	1.377448136833229	1.377448136833229
SEQ00738	chrX	3700000	7250000	0.6978408707172458	0.6978408707172458
SEQ00739	chrX	7250000	7650000	0.6978408707172458	0.6978408707172458
SEQ00740	chrX	7650000	10900000	0.6978408707172458	0.6978408707172458
SEQ00741	chrX	10900000	11300000	1.4339492843760053	1.4339492843760053
SEQ00742	chrX	11300000	24450000	1.4339492843760053	1.4339492843760053
SEQ00743	chrX	24450000	38300000	1.4339492843760053	1.4339492843760053
SEQ00744	chrX	38300000	40550000	0.671863471629617	0.671863471629617
SEQ00745	chrX	40550000	48000000	0.7483110582641044	0.7483110582641044
SEQ00746	chrX	48000000	50500000	1.286304317584612	1.286304317584612
SEQ00747	chrX	50500000	50550000	1.286304317584612	1.286304317584612
SEQ00748	chrX	50550000	51950000	0.783741610556954	0.783741610556954
SEQ00749	chrX	51950000	52200000	0.783741610556954	0.783741610556954
SEQ00750	chrX	52200000	52650000	0.783741610556954	0.783741610556954
SEQ00751	chrX	52650000	53700000	0.783741610556954	0.783741610556954
SEQ00752	chrX	53700000	54000000	0.783741610556954	0.783741610556954
SEQ00753	chrX	54000000	55000000	1.4676683517854339	1.4676683517854339
SEQ00754	chrX	55000000	55600000	0.6969755731167796	0.6969755731167796
SEQ00755	chrX	55600000	62400000	0.05651665927231614	0.05651665927231614
SEQ00756	chrX	62400000	62450000	0.05651665927231614	0.05651665927231614
SEQ00757	chrX	62450000	89250000	0.6951036376317878	0.6951036376317878
SEQ00758	chrX	89250000	92850000	1.111025554285028	1.111025554285028
SEQ00759	chrX	92850000	118000000	0.7264774892099992	0.7264774892099992
SEQ00760	chrX	118000000	118250000	1.2589055079217706	1.2589055079217706
SEQ00761	chrX	118250000	119000000	1.2589055079217706	1.2589055079217706
SEQ00762	chrX	119000000	119100000	1.2589055079217706	1.2589055079217706
SEQ00763	chrX	119100000	119150000	1.2589055079217706	1.2589055079217706
SEQ00764	chrX	119150000	122700000	2.0984152538111545	2.0984152538111545
SEQ00765	chrX	122700000	122750000	2.0984152538111545	2.0984152538111545
SEQ00766	chrX	122750000	126100000	1.449409243354023	1.449409243354023
SEQ00767	chrX	126100000	126150000	1.449409243354023	1.449409243354023
SEQ00768	chrX	126150000	130050000	2.053940657670214	2.053940657670214
SEQ00769	chrX	130050000	130100000	2.053940657670214	2.053940657670214
